Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
29,0.242000,-0.035466,0.156459,-0.016773,0.986905,0.347130,-0.032391,0.218469,0.338687,-0.032254,0.229505,0.358858,-0.028979,0.257560,0.343844,-0.035939,0.168341,0.033203,0.147427,0.005176,0.988502,0.122967,-0.073519,0.208306,0.132164,-0.080792,0.248737,0.097842,-0.061318,0.201319,0.138894,-0.078448,0.174863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338809,-0.032252,0.229394,0.358793,-0.028981,0.257606,0.343788,-0.035939,0.168406,0.132291,-0.080849,0.248709,0.097260,-0.061040,0.201214,0.139312,-0.078659,0.175085
30,0.250000,-0.035414,0.156458,-0.017038,0.986902,0.347142,-0.032391,0.218463,0.338699,-0.032250,0.229499,0.358871,-0.028987,0.257554,0.343855,-0.035937,0.168335,0.032917,0.147638,0.005327,0.988479,0.122976,-0.073518,0.208285,0.132193,-0.080765,0.248715,0.097844,-0.061330,0.201301,0.138891,-0.078458,0.174838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338824,-0.032250,0.229376,0.358806,-0.028988,0.257607,0.343797,-0.035936,0.168406,0.132316,-0.080820,0.248677,0.097268,-0.061057,0.201222,0.139339,-0.078682,0.175060
31,0.258000,-0.035450,0.156555,-0.016237,0.986899,0.347128,-0.032404,0.218465,0.338687,-0.032279,0.229503,0.358861,-0.028988,0.257554,0.343834,-0.035946,0.168337,0.033003,0.147441,0.005156,0.988507,0.122988,-0.073516,0.208287,0.132187,-0.080772,0.248720,0.097863,-0.061318,0.201295,0.138914,-0.078458,0.174845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338802,-0.032279,0.229384,0.358801,-0.028989,0.257602,0.343778,-0.035945,0.168411,0.132310,-0.080826,0.248683,0.097261,-0.061032,0.201217,0.139365,-0.078683,0.175058
32,0.267000,-0.035512,0.156419,-0.016356,0.986917,0.347135,-0.032390,0.218470,0.338692,-0.032261,0.229507,0.358859,-0.028970,0.257562,0.343855,-0.035940,0.168343,0.033024,0.147512,0.005027,0.988496,0.122966,-0.073519,0.208291,0.132168,-0.080777,0.248722,0.097843,-0.061314,0.201303,0.138885,-0.078464,0.174847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338798,-0.032261,0.229387,0.358804,-0.028971,0.257609,0.343802,-0.035938,0.168420,0.132293,-0.080832,0.248684,0.097261,-0.061038,0.201220,0.139338,-0.078692,0.175078
33,0.275000,-0.035444,0.156483,-0.016860,0.986901,0.347132,-0.032402,0.218478,0.338690,-0.032264,0.229514,0.358863,-0.028993,0.257568,0.343843,-0.035949,0.168350,0.033024,0.147505,0.005205,0.988496,0.122969,-0.073521,0.208304,0.132174,-0.080779,0.248735,0.097842,-0.061325,0.201316,0.138892,-0.078460,0.174860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338816,-0.032264,0.229389,0.358798,-0.028994,0.257627,0.343787,-0.035949,0.168412,0.132297,-0.080834,0.248704,0.097265,-0.061050,0.201226,0.139318,-0.078674,0.175073
34,0.283000,-0.035496,0.156516,-0.016894,0.986893,0.347148,-0.032379,0.218474,0.338707,-0.032239,0.229511,0.358882,-0.028966,0.257563,0.343856,-0.035932,0.168347,0.032960,0.147834,0.004985,0.988450,0.122959,-0.073517,0.208293,0.132187,-0.080770,0.248720,0.097832,-0.061313,0.201320,0.138856,-0.078468,0.174840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338833,-0.032239,0.229389,0.358815,-0.028968,0.257615,0.343796,-0.035931,0.168422,0.132311,-0.080825,0.248684,0.097275,-0.061047,0.201233,0.139292,-0.078688,0.175071
35,0.292000,-0.035467,0.156492,-0.016085,0.986911,0.347130,-0.032374,0.218474,0.338688,-0.032252,0.229512,0.358858,-0.028955,0.257564,0.343843,-0.035917,0.168346,0.032945,0.147685,0.004753,0.988474,0.122952,-0.073521,0.208296,0.132166,-0.080774,0.248725,0.097833,-0.061305,0.201314,0.138858,-0.078483,0.174847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338823,-0.032251,0.229374,0.358790,-0.028956,0.257627,0.343782,-0.035916,0.168417,0.132289,-0.080830,0.248700,0.097266,-0.061034,0.201217,0.139263,-0.078686,0.175050
36,0.300000,-0.035324,0.156467,-0.016416,0.986915,0.347123,-0.032395,0.218474,0.338681,-0.032269,0.229511,0.358851,-0.028991,0.257566,0.343838,-0.035926,0.168345,0.032917,0.147405,0.005295,0.988514,0.122979,-0.073509,0.208306,0.132177,-0.080757,0.248740,0.097851,-0.061319,0.201311,0.138910,-0.078450,0.174866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338808,-0.032268,0.229388,0.358785,-0.028992,0.257623,0.343781,-0.035926,0.168406,0.132298,-0.080811,0.248720,0.097262,-0.061038,0.201213,0.139307,-0.078648,0.175045
37,0.308000,-0.035534,0.156714,-0.015798,0.986878,0.347145,-0.032406,0.218483,0.338709,-0.032287,0.229525,0.358890,-0.028978,0.257568,0.343837,-0.035952,0.168357,0.033134,0.147370,0.005121,0.988513,0.122985,-0.073520,0.208291,0.132177,-0.080787,0.248723,0.097862,-0.061317,0.201299,0.138915,-0.078455,0.174850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338825,-0.032288,0.229382,0.358833,-0.028978,0.257631,0.343783,-0.035951,0.168428,0.132296,-0.080840,0.248700,0.097271,-0.061036,0.201211,0.139319,-0.078656,0.175024
38,0.317000,-0.035378,0.156599,-0.016804,0.986885,0.347144,-0.032406,0.218478,0.338705,-0.032270,0.229517,0.358884,-0.029002,0.257566,0.343844,-0.035945,0.168351,0.032790,0.147189,0.005362,0.988550,0.122965,-0.073519,0.208316,0.132146,-0.080756,0.248756,0.097838,-0.061335,0.201307,0.138911,-0.078466,0.174885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338810,-0.032271,0.229387,0.358832,-0.029002,0.257623,0.343794,-0.035944,0.168418,0.132257,-0.080805,0.248728,0.097256,-0.061060,0.201247,0.139323,-0.078668,0.175038
39,0.325000,-0.035211,0.156514,-0.016918,0.986903,0.347129,-0.032397,0.218476,0.338688,-0.032262,0.229513,0.358862,-0.029008,0.257567,0.343837,-0.035921,0.168347,0.033277,0.147531,0.005285,0.988483,0.122978,-0.073506,0.208285,0.132185,-0.080784,0.248712,0.097850,-0.061309,0.201305,0.138899,-0.078426,0.174838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338815,-0.032262,0.229385,0.358797,-0.029008,0.257626,0.343780,-0.035921,0.168413,0.132301,-0.080836,0.248682,0.097265,-0.061032,0.201234,0.139315,-0.078632,0.175009
40,0.333000,-0.035420,0.156480,-0.016196,0.986913,0.347134,-0.032387,0.218476,0.338692,-0.032263,0.229514,0.358862,-0.028973,0.257567,0.343848,-0.035925,0.168348,0.032665,0.147607,0.005178,0.988493,0.122957,-0.073505,0.208308,0.132170,-0.080733,0.248742,0.097828,-0.061315,0.201316,0.138873,-0.078467,0.174865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338820,-0.032262,0.229382,0.358796,-0.028973,0.257628,0.343790,-0.035925,0.168414,0.132297,-0.080789,0.248712,0.097258,-0.061043,0.201215,0.139297,-0.078680,0.175095
41,0.342000,-0.035689,0.156370,-0.014906,0.986941,0.347119,-0.032361,0.218500,0.338675,-0.032258,0.229537,0.358832,-0.028911,0.257593,0.343849,-0.035914,0.168372,0.032723,0.147596,0.004783,0.988495,0.122963,-0.073509,0.208293,0.132170,-0.080744,0.248727,0.097844,-0.061299,0.201301,0.138875,-0.078483,0.174849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338819,-0.032256,0.229395,0.358765,-0.028910,0.257674,0.343789,-0.035916,0.168417,0.132296,-0.080799,0.248688,0.097270,-0.061026,0.201218,0.139333,-0.078714,0.175090
42,0.350000,-0.035658,0.156198,-0.015565,0.986959,0.347111,-0.032378,0.218484,0.338663,-0.032262,0.229517,0.358814,-0.028937,0.257581,0.343856,-0.035935,0.168355,0.033082,0.147721,0.005303,0.988461,0.122963,-0.073526,0.208297,0.132186,-0.080788,0.248723,0.097831,-0.061334,0.201322,0.138872,-0.078457,0.174846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338812,-0.032259,0.229399,0.358734,-0.028939,0.257638,0.343794,-0.035936,0.168411,0.132312,-0.080844,0.248692,0.097276,-0.061069,0.201223,0.139294,-0.078670,0.175079
43,0.358000,-0.035443,0.156381,-0.016405,0.986924,0.347125,-0.032397,0.218483,0.338681,-0.032268,0.229519,0.358846,-0.028983,0.257577,0.343849,-0.035940,0.168355,0.032958,0.147732,0.005283,0.988464,0.122928,-0.073518,0.208294,0.132152,-0.080769,0.248722,0.097795,-0.061328,0.201316,0.138836,-0.078457,0.174844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338821,-0.032267,0.229388,0.358775,-0.028983,0.257646,0.343790,-0.035940,0.168407,0.132276,-0.080824,0.248683,0.097249,-0.061068,0.201233,0.139282,-0.078683,0.175087
44,0.367000,-0.035530,0.156493,-0.016463,0.986903,0.347128,-0.032389,0.218483,0.338686,-0.032257,0.229520,0.358858,-0.028969,0.257572,0.343839,-0.035941,0.168356,0.033377,0.147528,0.005647,0.988478,0.122988,-0.073513,0.208297,0.132199,-0.080797,0.248722,0.097851,-0.061331,0.201320,0.138913,-0.078412,0.174849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338815,-0.032257,0.229385,0.358795,-0.028969,0.257640,0.343784,-0.035941,0.168413,0.132327,-0.080854,0.248691,0.097268,-0.061053,0.201219,0.139344,-0.078629,0.175080
45,0.375000,-0.035508,0.156516,-0.015012,0.986923,0.347133,-0.032373,0.218494,0.338693,-0.032271,0.229533,0.358859,-0.028939,0.257584,0.343848,-0.035909,0.168366,0.032876,0.147614,0.004997,0.988486,0.122965,-0.073542,0.208311,0.132176,-0.080788,0.248743,0.097841,-0.061340,0.201325,0.138878,-0.078498,0.174866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338822,-0.032270,0.229397,0.358793,-0.028939,0.257647,0.343790,-0.035909,0.168434,0.132302,-0.080845,0.248711,0.097244,-0.061055,0.201231,0.139313,-0.078717,0.175084
46,0.383000,-0.035440,0.156315,-0.016389,0.986935,0.347119,-0.032382,0.218482,0.338673,-0.032254,0.229517,0.358834,-0.028968,0.257577,0.343849,-0.035925,0.168353,0.032716,0.147625,0.004815,0.988490,0.122945,-0.073525,0.208310,0.132155,-0.080759,0.248744,0.097825,-0.061317,0.201320,0.138855,-0.078498,0.174866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338828,-0.032252,0.229381,0.358754,-0.028969,0.257649,0.343785,-0.035926,0.168407,0.132287,-0.080818,0.248710,0.097253,-0.061043,0.201214,0.139296,-0.078722,0.175123
47,0.392000,-0.035328,0.156388,-0.015548,0.986941,0.347117,-0.032393,0.218477,0.338673,-0.032284,0.229513,0.358834,-0.028979,0.257571,0.343843,-0.035916,0.168347,0.033178,0.147549,0.005305,0.988484,0.122959,-0.073522,0.208295,0.132168,-0.080792,0.248723,0.097829,-0.061328,0.201314,0.138879,-0.078447,0.174849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338811,-0.032283,0.229374,0.358765,-0.028980,0.257636,0.343782,-0.035916,0.168414,0.132293,-0.080848,0.248699,0.097257,-0.061054,0.201209,0.139283,-0.078651,0.175059
48,0.400000,-0.035456,0.156461,-0.016113,0.986916,0.347123,-0.032395,0.218482,0.338681,-0.032272,0.229519,0.358849,-0.028977,0.257573,0.343839,-0.035936,0.168353,0.032916,0.147692,0.005094,0.988472,0.122953,-0.073514,0.208292,0.132171,-0.080763,0.248722,0.097825,-0.061315,0.201311,0.138861,-0.078463,0.174844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338815,-0.032270,0.229393,0.358779,-0.028978,0.257633,0.343780,-0.035936,0.168414,0.132297,-0.080819,0.248688,0.097259,-0.061045,0.201218,0.139294,-0.078682,0.175076
49,0.408000,-0.035549,0.156507,-0.016117,0.986905,0.347140,-0.032389,0.218479,0.338699,-0.032264,0.229517,0.358869,-0.028964,0.257568,0.343851,-0.035940,0.168352,0.032962,0.147627,0.005065,0.988481,0.122965,-0.073523,0.208288,0.132178,-0.080776,0.248718,0.097839,-0.061322,0.201304,0.138878,-0.078471,0.174841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338838,-0.032263,0.229389,0.358797,-0.028965,0.257631,0.343791,-0.035940,0.168412,0.132303,-0.080832,0.248684,0.097266,-0.061048,0.201213,0.139313,-0.078690,0.175069
50,0.417000,-0.035644,0.156471,-0.015326,0.986920,0.347138,-0.032378,0.218489,0.338696,-0.032267,0.229527,0.358861,-0.028937,0.257579,0.343856,-0.035931,0.168362,0.033036,0.147589,0.005499,0.988482,0.122971,-0.073514,0.208310,0.132186,-0.080770,0.248740,0.097836,-0.061332,0.201328,0.138891,-0.078439,0.174864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338826,-0.032267,0.229383,0.358800,-0.028936,0.257650,0.343800,-0.035931,0.168422,0.132305,-0.080824,0.248718,0.097268,-0.061061,0.201233,0.139283,-0.078634,0.175045
51,0.425000,-0.035693,0.156529,-0.015604,0.986905,0.347137,-0.032380,0.218474,0.338697,-0.032262,0.229513,0.358867,-0.028937,0.257562,0.343848,-0.035940,0.168348,0.032915,0.147648,0.005176,0.988479,0.122961,-0.073536,0.208276,0.132176,-0.080785,0.248706,0.097832,-0.061341,0.201293,0.138873,-0.078483,0.174829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338825,-0.032262,0.229385,0.358803,-0.028937,0.257629,0.343794,-0.035941,0.168399,0.132300,-0.080839,0.248671,0.097258,-0.061069,0.201208,0.139313,-0.078703,0.175051
52,0.433000,-0.035562,0.156506,-0.015902,0.986909,0.347125,-0.032394,0.218472,0.338684,-0.032273,0.229510,0.358854,-0.028965,0.257561,0.343838,-0.035944,0.168344,0.032786,0.147442,0.005141,0.988514,0.122973,-0.073541,0.208305,0.132172,-0.080779,0.248741,0.097848,-0.061347,0.201308,0.138899,-0.078497,0.174865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338803,-0.032273,0.229373,0.358799,-0.028964,0.257630,0.343786,-0.035944,0.168398,0.132293,-0.080833,0.248707,0.097258,-0.061067,0.201227,0.139334,-0.078714,0.175069
53,0.442000,-0.035216,0.156427,-0.016716,0.986920,0.347127,-0.032418,0.218478,0.338683,-0.032288,0.229514,0.358852,-0.029026,0.257572,0.343844,-0.035941,0.168348,0.032932,0.147663,0.005052,0.988476,0.122962,-0.073518,0.208298,0.132177,-0.080768,0.248728,0.097836,-0.061317,0.201316,0.138872,-0.078468,0.174850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338812,-0.032287,0.229390,0.358784,-0.029027,0.257626,0.343785,-0.035941,0.168418,0.132298,-0.080822,0.248697,0.097264,-0.061045,0.201232,0.139292,-0.078678,0.175050
54,0.450000,-0.035529,0.156510,-0.016513,0.986899,0.347130,-0.032403,0.218477,0.338689,-0.032270,0.229514,0.358862,-0.028983,0.257566,0.343840,-0.035955,0.168350,0.032939,0.147262,0.005403,0.988534,0.122988,-0.073522,0.208311,0.132175,-0.080772,0.248748,0.097860,-0.061337,0.201309,0.138930,-0.078458,0.174876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338811,-0.032270,0.229387,0.358801,-0.028984,0.257628,0.343786,-0.035955,0.168409,0.132296,-0.080826,0.248724,0.097277,-0.061060,0.201215,0.139334,-0.078660,0.175063
55,0.458000,-0.035576,0.156494,-0.015155,0.986922,0.347140,-0.032387,0.218470,0.338699,-0.032281,0.229508,0.358865,-0.028949,0.257560,0.343857,-0.035932,0.168342,0.033040,0.147471,0.005347,0.988500,0.122977,-0.073495,0.208287,0.132180,-0.080753,0.248719,0.097847,-0.061306,0.201298,0.138903,-0.078427,0.174844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338835,-0.032280,0.229375,0.358795,-0.028950,0.257621,0.343796,-0.035932,0.168408,0.132302,-0.080807,0.248684,0.097266,-0.061030,0.201217,0.139340,-0.078646,0.175056
56,0.467000,-0.035609,0.156440,-0.016108,0.986914,0.347137,-0.032373,0.218474,0.338695,-0.032247,0.229511,0.358861,-0.028943,0.257565,0.343855,-0.035930,0.168347,0.032873,0.147544,0.004943,0.988497,0.122980,-0.073538,0.208282,0.132184,-0.080785,0.248716,0.097858,-0.061333,0.201292,0.138897,-0.078497,0.174839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338819,-0.032247,0.229384,0.358798,-0.028943,0.257625,0.343800,-0.035930,0.168408,0.132305,-0.080839,0.248683,0.097261,-0.061050,0.201214,0.139332,-0.078714,0.175037
57,0.475000,-0.035609,0.156531,-0.015888,0.986903,0.347150,-0.032391,0.218462,0.338710,-0.032270,0.229501,0.358881,-0.028958,0.257551,0.343860,-0.035946,0.168336,0.032651,0.147420,0.004948,0.988523,0.122960,-0.073539,0.208287,0.132155,-0.080767,0.248726,0.097839,-0.061338,0.201285,0.138886,-0.078511,0.174850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338838,-0.032269,0.229374,0.358815,-0.028959,0.257610,0.343803,-0.035946,0.168398,0.132278,-0.080821,0.248695,0.097249,-0.061057,0.201198,0.139312,-0.078724,0.175051
58,0.483000,-0.035397,0.156426,-0.016423,0.986919,0.347133,-0.032392,0.218465,0.338690,-0.032264,0.229501,0.358858,-0.028982,0.257557,0.343852,-0.035931,0.168336,0.032895,0.147339,0.005603,0.988523,0.122961,-0.073525,0.208295,0.132157,-0.080770,0.248730,0.097827,-0.061351,0.201296,0.138900,-0.078455,0.174858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338814,-0.032263,0.229384,0.358793,-0.028983,0.257610,0.343796,-0.035930,0.168398,0.132283,-0.080826,0.248700,0.097260,-0.061080,0.201196,0.139324,-0.078669,0.175090
59,0.492000,-0.035403,0.156367,-0.015686,0.986940,0.347155,-0.032348,0.218456,0.338711,-0.032235,0.229492,0.358871,-0.028930,0.257550,0.343882,-0.035880,0.168327,0.032791,0.147451,0.005195,0.988512,0.122957,-0.073536,0.208308,0.132157,-0.080774,0.248744,0.097831,-0.061345,0.201312,0.138884,-0.078490,0.174869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338837,-0.032234,0.229370,0.358805,-0.028931,0.257604,0.343824,-0.035880,0.168394,0.132279,-0.080829,0.248714,0.097257,-0.061072,0.201224,0.139305,-0.078700,0.175074
60,0.500000,-0.035571,0.156407,-0.016090,0.986921,0.347147,-0.032354,0.218446,0.338704,-0.032229,0.229482,0.358869,-0.028927,0.257538,0.343869,-0.035907,0.168318,0.033077,0.147635,0.005190,0.988475,0.122963,-0.073512,0.208282,0.132178,-0.080773,0.248710,0.097835,-0.061314,0.201302,0.138877,-0.078447,0.174834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338845,-0.032228,0.229348,0.358795,-0.028928,0.257598,0.343804,-0.035907,0.168391,0.132304,-0.080829,0.248678,0.097256,-0.061038,0.201208,0.139308,-0.078664,0.175058
61,0.508000,-0.035335,0.156564,-0.016592,0.986896,0.347169,-0.032360,0.218454,0.338729,-0.032230,0.229493,0.358905,-0.028957,0.257544,0.343874,-0.035894,0.168326,0.032663,0.147722,0.005306,0.988475,0.122955,-0.073495,0.208288,0.132179,-0.080721,0.248720,0.097822,-0.061311,0.201303,0.138865,-0.078451,0.174841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338845,-0.032230,0.229371,0.358845,-0.028958,0.257595,0.343819,-0.035893,0.168397,0.132300,-0.080774,0.248674,0.097255,-0.061044,0.201241,0.139347,-0.078692,0.175075
62,0.517000,-0.035280,0.156470,-0.016904,0.986908,0.347161,-0.032369,0.218462,0.338719,-0.032233,0.229498,0.358891,-0.028974,0.257554,0.343874,-0.035900,0.168333,0.032886,0.147521,0.005387,0.988497,0.122995,-0.073514,0.208285,0.132203,-0.080759,0.248718,0.097863,-0.061330,0.201296,0.138918,-0.078454,0.174843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338849,-0.032233,0.229369,0.358821,-0.028975,0.257605,0.343810,-0.035899,0.168416,0.132325,-0.080813,0.248682,0.097277,-0.061052,0.201216,0.139362,-0.078676,0.175057
63,0.525000,-0.035277,0.156354,-0.016912,0.986926,0.347167,-0.032372,0.218455,0.338722,-0.032236,0.229490,0.358888,-0.028977,0.257550,0.343892,-0.035903,0.168325,0.032349,0.147643,0.005211,0.988498,0.122965,-0.073512,0.208282,0.132181,-0.080713,0.248720,0.097833,-0.061331,0.201285,0.138879,-0.078492,0.174841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338851,-0.032235,0.229365,0.358818,-0.028978,0.257595,0.343825,-0.035901,0.168417,0.132292,-0.080762,0.248681,0.097262,-0.061062,0.201238,0.139320,-0.078709,0.175015
64,0.533000,-0.035316,0.156520,-0.017465,0.986889,0.347141,-0.032388,0.218462,0.338699,-0.032240,0.229499,0.358877,-0.028996,0.257552,0.343846,-0.035928,0.168334,0.032590,0.147811,0.005061,0.988466,0.122982,-0.073533,0.208285,0.132211,-0.080755,0.248717,0.097853,-0.061340,0.201302,0.138884,-0.078504,0.174836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338820,-0.032241,0.229370,0.358815,-0.028997,0.257609,0.343790,-0.035927,0.168405,0.132333,-0.080809,0.248681,0.097269,-0.061063,0.201223,0.139327,-0.078725,0.175049
65,0.542000,-0.035229,0.156488,-0.016263,0.986917,0.347158,-0.032380,0.218462,0.338716,-0.032258,0.229499,0.358886,-0.028982,0.257554,0.343871,-0.035900,0.168333,0.032846,0.147543,0.005429,0.988495,0.122975,-0.073525,0.208297,0.132186,-0.080766,0.248730,0.097842,-0.061344,0.201307,0.138898,-0.078465,0.174854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338845,-0.032257,0.229369,0.358819,-0.028983,0.257611,0.343811,-0.035899,0.168405,0.132305,-0.080820,0.248702,0.097260,-0.061067,0.201223,0.139312,-0.078671,0.175041
66,0.550000,-0.035462,0.156478,-0.015179,0.986928,0.347153,-0.032382,0.218477,0.338712,-0.032277,0.229515,0.358876,-0.028953,0.257568,0.343871,-0.035915,0.168348,0.032284,0.147479,0.005358,0.988524,0.122981,-0.073536,0.208310,0.132186,-0.080731,0.248752,0.097848,-0.061363,0.201303,0.138908,-0.078513,0.174874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338825,-0.032277,0.229384,0.358820,-0.028953,0.257628,0.343819,-0.035914,0.168412,0.132306,-0.080784,0.248718,0.097270,-0.061089,0.201225,0.139341,-0.078729,0.175077
67,0.558000,-0.035569,0.156573,-0.015793,0.986899,0.347138,-0.032404,0.218481,0.338698,-0.032285,0.229520,0.358871,-0.028973,0.257569,0.343844,-0.035953,0.168354,0.032835,0.147824,0.004722,0.988457,0.122974,-0.073535,0.208304,0.132199,-0.080780,0.248733,0.097853,-0.061321,0.201327,0.138869,-0.078505,0.174852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338832,-0.032284,0.229390,0.358803,-0.028974,0.257634,0.343786,-0.035954,0.168411,0.132324,-0.080836,0.248706,0.097255,-0.061035,0.201229,0.139290,-0.078716,0.175059
68,0.567000,-0.035430,0.156490,-0.016084,0.986913,0.347139,-0.032384,0.218473,0.338698,-0.032261,0.229510,0.358867,-0.028967,0.257563,0.343853,-0.035922,0.168344,0.032850,0.147668,0.005340,0.988477,0.122970,-0.073518,0.208299,0.132189,-0.080760,0.248729,0.097837,-0.061333,0.201315,0.138883,-0.078462,0.174852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338823,-0.032260,0.229391,0.358800,-0.028969,0.257613,0.343793,-0.035921,0.168418,0.132309,-0.080814,0.248700,0.097255,-0.061057,0.201232,0.139303,-0.078671,0.175046
69,0.575000,-0.035489,0.156546,-0.015770,0.986907,0.347123,-0.032417,0.218495,0.338683,-0.032301,0.229533,0.358854,-0.028993,0.257584,0.343832,-0.035959,0.168367,0.033090,0.147367,0.005265,0.988514,0.122968,-0.073531,0.208288,0.132162,-0.080793,0.248721,0.097842,-0.061336,0.201295,0.138901,-0.078463,0.174849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338808,-0.032301,0.229389,0.358800,-0.028992,0.257659,0.343779,-0.035959,0.168417,0.132279,-0.080845,0.248690,0.097251,-0.061056,0.201225,0.139327,-0.078674,0.175029
70,0.583000,-0.035617,0.156551,-0.015911,0.986899,0.347115,-0.032405,0.218489,0.338675,-0.032283,0.229528,0.358847,-0.028972,0.257577,0.343823,-0.035961,0.168363,0.032702,0.147393,0.004870,0.988525,0.122960,-0.073520,0.208306,0.132151,-0.080753,0.248745,0.097841,-0.061315,0.201304,0.138886,-0.078492,0.174869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338802,-0.032282,0.229397,0.358783,-0.028973,0.257639,0.343766,-0.035960,0.168426,0.132269,-0.080806,0.248715,0.097266,-0.061041,0.201226,0.139305,-0.078701,0.175058
71,0.592000,-0.035457,0.156552,-0.016324,0.986898,0.347132,-0.032406,0.218491,0.338692,-0.032278,0.229529,0.358866,-0.028990,0.257580,0.343838,-0.035949,0.168364,0.033107,0.147492,0.004663,0.988498,0.122972,-0.073510,0.208296,0.132169,-0.080777,0.248727,0.097858,-0.061286,0.201309,0.138889,-0.078466,0.174852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338813,-0.032279,0.229388,0.358808,-0.028990,0.257647,0.343784,-0.035949,0.168427,0.132293,-0.080833,0.248698,0.097275,-0.061007,0.201216,0.139310,-0.078678,0.175061
